"","ServiceCode","ServiceURL","FullSiteCode","FullVariableCode","BeginDateTime","EndDateTime","SiteName","Latitude","Longitude","DataType","ValueType","SampleMedium","TimeUnits","TimeSupport"
"32228","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:863","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Rožmitál pod Tremšínem",49.6049995422363,13.8663997650146,"Average","Field Observation","Air","hour",1
"32229","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:861","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Hlasivo",49.4981002807617,14.7560997009277,"Average","Field Observation","Air","hour",1
"32230","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:860","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Ceský Krumlov - Prísecná",48.8328018188477,14.3408002853394,"Average","Field Observation","Air","hour",1
"32231","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:894","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Troubsko",49.1744003295898,16.5072002410889,"Average","Field Observation","Air","hour",1
"32232","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:890","CHMI-H:TEPLOTA",2012-06-10,2015-08-10,"Pruhonice",50.0074996948242,14.5593996047974,"Average","Field Observation","Air","hour",1
"32233","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:889","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Aš",50.2207984924316,12.1796998977661,"Average","Field Observation","Air","hour",1
"32234","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:901","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Kašperské Hory",49.1446990966797,13.5625,"Average","Field Observation","Air","hour",1
"32235","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:900","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Osoblaha (CHMÚ)",50.2709007263184,17.7136001586914,"Average","Field Observation","Air","hour",1
"32236","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:899","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Ivanovice na Hané",49.3092002868652,17.0893993377686,"Average","Field Observation","Air","hour",1
"32237","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:903","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Kobylí",48.9393997192383,16.8813991546631,"Average","Field Observation","Air","hour",1
"32238","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:902","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Brandýs nad Labem (CHMÚ)",50.1897010803223,14.6605997085571,"Average","Field Observation","Air","hour",1
"32239","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:944","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Ústí nad Labem, Vanov",50.6255989074707,14.0588998794556,"Average","Field Observation","Air","hour",1
"32240","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:939","CHMI-H:TEPLOTA",2012-06-09,2012-10-17,"Louny",50.3532981872559,13.8203001022339,"Average","Field Observation","Air","hour",1
"32241","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:936","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Luhacovice, Kladná-Žilín",49.0842018127441,17.7924995422363,"Average","Field Observation","Air","hour",1
"32242","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:935","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Krnov",50.0694007873535,17.6930999755859,"Average","Field Observation","Air","hour",1
"32243","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:934","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Trebarov",49.8161010742188,16.6989002227783,"Average","Field Observation","Air","hour",1
"32244","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:933","CHMI-H:TEPLOTA",2013-08-01,2015-08-10,"Hulice",49.7219009399414,15.0958003997803,"Average","Field Observation","Air","hour",1
"32245","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:932","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Tišnov, Hájek",49.3731002807617,16.4724998474121,"Average","Field Observation","Air","hour",1
"32246","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:931","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Vavrinec, Žíšov",49.9028015136719,15.0677995681763,"Average","Field Observation","Air","hour",1
"32247","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:930","CHMI-H:TEPLOTA",2013-08-16,2015-01-02,"Moravské Budejovice",49.0611000061035,15.8066997528076,"Average","Field Observation","Air","hour",1
"32248","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:928","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Horní Becva (CHMÚ)",49.4310989379883,18.2982997894287,"Average","Field Observation","Air","hour",1
"32249","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:926","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Lenora - Houžná",48.934398651123,13.7693996429443,"Average","Field Observation","Air","hour",1
"32250","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:941","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Karviná, Staré Mesto",49.8549003601074,18.5331993103027,"Average","Field Observation","Air","hour",1
"32251","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:940","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Slamenka",50.1508331298828,16.8325004577637,"Average","Field Observation","Air","hour",1
"32252","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:942","CHMI-H:TEPLOTA",2012-06-09,2015-08-10,"Dobrichovice",49.9333000183105,14.2757997512817,"Average","Field Observation","Air","hour",1
"32253","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:996","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Strojetice",50.1735992431641,13.476900100708,"Average","Field Observation","Air","hour",1
"32254","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:995","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Jablunkov, Návsí",49.5875015258789,18.7502994537354,"Average","Field Observation","Air","hour",1
"32255","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:994","CHMI-H:TEPLOTA",2012-06-11,2015-01-04,"Strakonice",49.2513999938965,13.9242000579834,"Average","Field Observation","Air","hour",1
"32256","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1003","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Javorový vrch",49.6278991699219,18.627799987793,"Average","Field Observation","Air","hour",1
"32257","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1004","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Zbiroh, Švabín",49.8539009094238,13.7517004013062,"Average","Field Observation","Air","hour",1
"32258","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1005","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Horská Kvilda",49.0525016784668,13.5697002410889,"Average","Field Observation","Air","hour",1
"32259","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1006","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Nejdek",50.3400001525879,12.7200002670288,"Average","Field Observation","Air","hour",1
"32260","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:999","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Pohorelice",48.9844017028809,16.528299331665,"Average","Field Observation","Air","hour",1
"32261","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:998","CHMI-H:TEPLOTA",2012-06-11,2015-08-10,"Bohumín-Záblatí",49.8819999694824,18.3691997528076,"Average","Field Observation","Air","hour",1
"32262","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1007","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"KS Rajnochovice",49.4160690307617,17.8083000183105,"Average","Field Observation","Air","hour",1
"32263","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1000","CHMI-H:TEPLOTA",2012-06-12,2015-08-10,"Lednice",48.7924995422363,16.798900604248,"Average","Field Observation","Air","hour",1
"32264","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1305","CHMI-H:TEPLOTA",2015-01-05,2015-08-10,"Rovná",50.105583190918,12.6681566238403,"Average","Field Observation","Air","hour",1
"32342","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:621","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Kozlovice",49.5909614562988,18.2576656341553,"Average","Field Observation","Air","hour",1
"32348","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1022","CHMI-H:TEPLOTA",2013-07-26,2015-08-10,"VD Luhacovice",49.1215019226074,17.7728023529053,"Average","Field Observation","Air","hour",1
"32349","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1021","CHMI-H:TEPLOTA",2013-07-26,2015-08-10,"Ludkovice",49.1220054626465,17.7288455963135,"Average","Field Observation","Air","hour",1
"32350","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1020","CHMI-H:TEPLOTA",2013-07-26,2015-08-10,"Bojkovice",49.0499572753906,17.8454875946045,"Average","Field Observation","Air","hour",1
"32351","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1019","CHMI-H:TEPLOTA",2013-07-26,2015-08-10,"Popov",49.0809440612793,17.9682006835938,"Average","Field Observation","Air","hour",1
"32352","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1015","CHMI-H:TEPLOTA",2013-07-20,2015-08-10,"Libouchec",50.7577438354492,14.0410823822021,"Average","Field Observation","Air","hour",1
"32353","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1018","CHMI-H:TEPLOTA",2013-07-26,2015-08-10,"Brumov",49.0857009887695,18.0199356079102,"Average","Field Observation","Air","hour",1
"32479","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1306","CHMI-H:TEPLOTA",2015-01-05,2015-08-10,"Mnichov",50.0384788513184,12.7856559753418,"Average","Field Observation","Air","hour",1
"32538","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1166","CHMI-H:TEPLOTA",2014-04-25,2015-08-10,"Pocátky CHMÚ",49.2606010437012,15.2341995239258,"Average","Field Observation","Air","hour",1
"32539","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1159","CHMI-H:TEPLOTA",2014-04-25,2015-08-10,"Hrušová",49.9165306091309,16.1951770782471,"Average","Field Observation","Air","hour",1
"32540","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1113","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Nový Dvur",49.7685279846191,17.9323921203613,"Average","Field Observation","Air","hour",1
"32541","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1112","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Slatina",49.786434173584,17.9774379730225,"Average","Field Observation","Air","hour",1
"32542","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1111","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Štramberk",49.5924263000488,18.1203022003174,"Average","Field Observation","Air","hour",1
"32543","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1114","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Jindrichov",49.641960144043,17.7480049133301,"Average","Field Observation","Air","hour",1
"32544","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1115","CHMI-H:TEPLOTA",2010-01-01,2015-01-01,"Senomaty",50.0958290100098,13.6555595397949,"Average","Field Observation","Air","hour",1
"32545","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1116","CHMI-H:TEPLOTA",2012-05-30,2015-01-01,"Petrovice",50.0678215026855,13.6419401168823,"Average","Field Observation","Air","hour",1
"32546","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1117","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Unhošt",50.0850601196289,14.1316699981689,"Average","Field Observation","Air","hour",1
"32547","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1118","CHMI-H:TEPLOTA",2012-01-01,2014-12-31,"Ruda",50.1399993896484,13.8699998855591,"Average","Field Observation","Air","hour",1
"32548","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1119","CHMI-H:TEPLOTA",2012-02-25,2015-01-01,"Kladno",50.1399993896484,14.1099996566772,"Average","Field Observation","Air","hour",1
"32549","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1120","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Vysoký Újezd",49.9947204589844,14.204719543457,"Average","Field Observation","Air","hour",1
"32550","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1121","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Kytín",49.8467178344727,14.2180500030518,"Average","Field Observation","Air","hour",1
"32551","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1122","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Strezimír",49.5318984985352,14.6104640960693,"Average","Field Observation","Air","hour",1
"32552","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1123","CHMI-H:TEPLOTA",2012-01-14,2015-01-01,"Benešov",49.7900009155273,14.6999998092651,"Average","Field Observation","Air","hour",1
"32553","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1124","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Milevsko",49.4500007629395,14.3699998855591,"Average","Field Observation","Air","hour",1
"32554","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1125","CHMI-H:TEPLOTA",2012-01-04,2015-01-01,"Halámky",48.8527793884277,14.9161100387573,"Average","Field Observation","Air","hour",1
"32555","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1126","CHMI-H:TEPLOTA",2012-01-01,2014-11-08,"Nová Pec",48.8133316040039,13.8999996185303,"Average","Field Observation","Air","hour",1
"32556","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1127","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Bezdekov pod Tremšínem",49.5800018310547,13.8800001144409,"Average","Field Observation","Air","hour",1
"32557","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1128","CHMI-H:TEPLOTA",2012-02-03,2015-01-01,"Míšov",49.6213874816895,13.725830078125,"Average","Field Observation","Air","hour",1
"32558","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1129","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Plzen - Radcice",49.7644386291504,13.3255596160889,"Average","Field Observation","Air","hour",1
"32559","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1130","CHMI-H:TEPLOTA",2012-09-15,2015-01-01,"Ješetice",49.5808296203613,14.6108303070068,"Average","Field Observation","Air","hour",1
"32560","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1131","CHMI-H:TEPLOTA",2012-02-08,2015-01-01,"Praha - Velká Chuchle",50.0020790100098,14.3729381561279,"Average","Field Observation","Air","hour",1
"32561","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1132","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Praha - Prosek",50.1191902160645,14.491792678833,"Average","Field Observation","Air","hour",1
"32562","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1133","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Praha - Bohdalec",50.0603294372559,14.4687004089355,"Average","Field Observation","Air","hour",1
"32563","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1134","CHMI-H:TEPLOTA",2012-01-01,2015-01-01,"Praha - Strahov",50.0799789428711,14.3929901123047,"Average","Field Observation","Air","hour",1
"32564","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1110","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Kojetín",49.5617027282715,17.9822292327881,"Average","Field Observation","Air","hour",1
"32565","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1109","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Vyšní Lhoty",49.6254463195801,18.4665241241455,"Average","Field Observation","Air","hour",1
"32566","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1108","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Celadná",49.5483512878418,18.3420829772949,"Average","Field Observation","Air","hour",1
"32567","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1107","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Slavíc - chata",49.5541534423828,18.6182765960693,"Average","Field Observation","Air","hour",1
"32568","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1106","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Babí Hora",49.7474365234375,18.5317344665527,"Average","Field Observation","Air","hour",1
"32569","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1105","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Kotar",49.6209831237793,18.5325450897217,"Average","Field Observation","Air","hour",1
"32570","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1104","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Vernovice",49.9311103820801,18.4211101531982,"Average","Field Observation","Air","hour",1
"32571","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1103","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Velký Javorník",49.5272102355957,18.1608028411865,"Average","Field Observation","Air","hour",1
"32572","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1102","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Vlcovice",49.5912895202637,18.192943572998,"Average","Field Observation","Air","hour",1
"32573","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1101","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Tichá",49.5712738037109,18.2217960357666,"Average","Field Observation","Air","hour",1
"32574","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1100","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Kozlovice",49.5909614562988,18.2576656341553,"Average","Field Observation","Air","hour",1
"32575","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1099","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Branice",50.0515022277832,17.7816772460938,"Average","Field Observation","Air","hour",1
"32576","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1098","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Istebná",49.5715408325195,18.8914890289307,"Average","Field Observation","Air","hour",1
"32577","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1097","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Dehylov",49.8794441223145,18.179443359375,"Average","Field Observation","Air","hour",1
"32578","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1095","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Bartošovice",49.6880226135254,18.0406684875488,"Average","Field Observation","Air","hour",1
"32579","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1094","CHMI-H:TEPLOTA",2013-08-10,2015-08-10,"Bravantice",49.7576370239258,18.08229637146,"Average","Field Observation","Air","hour",1
"32580","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1093","CHMI-H:TEPLOTA",2013-08-10,2014-12-28,"Branka u Opavy",49.8944435119629,17.8919448852539,"Average","Field Observation","Air","hour",1
"32581","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1092","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Lesná",49.7536392211914,12.5348529815674,"Average","Field Observation","Air","hour",1
"32582","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1090","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Ústí (Želivka)",49.4697494506836,15.4140663146973,"Average","Field Observation","Air","hour",1
"32583","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1089","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Samšín",49.4861946105957,15.0668802261353,"Average","Field Observation","Air","hour",1
"32584","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1088","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Korce",49.4035110473633,15.3102970123291,"Average","Field Observation","Air","hour",1
"32585","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1086","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Trebanice",49.0107841491699,14.1264848709106,"Average","Field Observation","Air","hour",1
"32586","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1084","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Šumavské Hoštice",49.0386924743652,13.8701953887939,"Average","Field Observation","Air","hour",1
"32587","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1083","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Spálenec",48.9092025756836,13.9797048568726,"Average","Field Observation","Air","hour",1
"32588","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1074","CHMI-H:TEPLOTA",2013-08-09,2013-10-02,"Haugschlag",48.9958839416504,15.05823802948,"Average","Field Observation","Air","hour",1
"32589","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1077","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Limbach",48.6996994018555,15.1162252426147,"Average","Field Observation","Air","hour",1
"32590","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1075","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Karlstift",48.5936622619629,14.7539319992065,"Average","Field Observation","Air","hour",1
"32591","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1073","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Dolní Dvorište",48.6575126647949,14.454119682312,"Average","Field Observation","Air","hour",1
"32592","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1072","CHMI-H:TEPLOTA",2013-08-09,2015-08-10,"Arnoštov",48.893970489502,13.9928121566772,"Average","Field Observation","Air","hour",1
"32593","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1068","CHMI-H:TEPLOTA",2013-08-07,2015-08-10,"Slezská Harta CHMÚ",49.8886108398438,17.5752773284912,"Average","Field Observation","Air","hour",1
"32594","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1069","CHMI-H:TEPLOTA",2013-08-07,2015-08-10,"Rokytská Slat",49.0158004760742,13.4194002151489,"Average","Field Observation","Air","hour",1
"32595","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1070","CHMI-H:TEPLOTA",2013-08-07,2015-08-10,"Brezník",49.9707984924316,13.4819002151489,"Average","Field Observation","Air","hour",1
"32596","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1071","CHMI-H:TEPLOTA",2013-08-07,2015-01-02,"Kvilda - Jezerní Slat",49.0321578979492,13.5710926055908,"Average","Field Observation","Air","hour",1
