"","ServiceCode","ServiceURL","FullSiteCode","FullVariableCode","BeginDateTime","EndDateTime","SiteName","Latitude","Longitude","DataType","ValueType","SampleMedium","TimeUnits","TimeSupport"
"4230","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:184","CHMI-H:PRUTOK",2005-02-26,2014-12-28,"Krcín",50.3516654968262,16.1324996948242,"Average","Field Observation","Water","hour",1
"4231","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:185","CHMI-H:PRUTOK",2007-12-14,2014-12-28,"Decín",50.7900009155273,14.2291669845581,"Average","Field Observation","Water","hour",1
"4232","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:186","CHMI-H:PRUTOK",2005-02-14,2014-12-28,"Liberec",50.7677764892578,15.0524997711182,"Average","Field Observation","Water","hour",1
"4233","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:187","CHMI-H:PRUTOK",2008-02-27,2014-12-28,"Predmerice",50.2491683959961,14.7772226333618,"Average","Field Observation","Water","hour",1
"4234","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:188","CHMI-H:PRUTOK",2005-03-04,2014-12-28,"Vestrev",50.5155563354492,15.7430553436279,"Average","Field Observation","Water","hour",1
"4235","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:189","CHMI-H:PRUTOK",2005-06-13,2014-12-28,"Dolní Libchavy",49.9888877868652,16.3986110687256,"Average","Field Observation","Water","hour",1
"4236","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:190","CHMI-H:PRUTOK",2005-02-23,2014-12-28,"Hylváty",49.9538879394531,16.4172229766846,"Average","Field Observation","Water","hour",1
"4237","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:490","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Klášterec nad Ohrí",50.3839950561523,13.1810159683228,"Average","Field Observation","Water","hour",1
"4238","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:491","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Stranná",50.3683929443359,13.4445772171021,"Average","Field Observation","Water","hour",1
"4239","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:493","CHMI-H:PRUTOK",2006-08-04,2015-01-03,"Tretí Mlýn",50.4994430541992,13.3325004577637,"Average","Field Observation","Water","hour",1
"4240","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:501","CHMI-H:PRUTOK",2006-08-03,2015-01-10,"Šumperk",49.9580574035645,16.9716663360596,"Average","Field Observation","Water","hour",1
"4241","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:502","CHMI-H:PRUTOK",2006-08-05,2015-08-10,"Jindrichov",50.0949249267578,16.9808921813965,"Average","Field Observation","Water","hour",1
"4242","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:503","CHMI-H:PRUTOK",2006-08-05,2015-01-10,"Jemnice",49.0172233581543,15.5805559158325,"Average","Field Observation","Water","hour",1
"4243","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:167","CHMI-H:PRUTOK",2005-03-11,2015-08-10,"Krnov",50.0977783203125,17.6961116790771,"Average","Field Observation","Water","hour",1
"4318","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:142","CHMI-H:PRUTOK",2005-03-04,2015-08-10,"Modrava",49.9677772521973,12.5027780532837,"Average","Field Observation","Water","hour",1
"4385","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:953","CHMI-H:PRUTOK",2014-12-28,2015-08-10,"VD Humenice",48.7742614746094,14.7429237365723,"Average","Field Observation","Water","hour",1
"4531","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:96","CHMI-H:PRUTOK",2005-02-24,2015-08-10,"Hrádek nad Nisou",50.8572235107422,14.8294439315796,"Average","Field Observation","Water","hour",1
"4562","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:476","CHMI-H:PRUTOK",2006-08-06,2015-08-10,"VD Labská",50.7111129760742,15.5866670608521,"Average","Field Observation","Water","hour",1
"4639","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:488","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Teplicka",50.1533317565918,12.8488893508911,"Average","Field Observation","Water","hour",1
"4997","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:144","CHMI-H:PRUTOK",2005-02-19,2015-08-10,"Trpísty",49.8286094665527,13.0655555725098,"Average","Field Observation","Water","hour",1
"5102","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:97","CHMI-H:PRUTOK",2005-03-03,2015-08-10,"Svinov",49.820556640625,18.2188892364502,"Average","Field Observation","Water","hour",1
"5137","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:478","CHMI-H:PRUTOK",2006-08-06,2015-08-10,"Hronov",50.4836120605469,16.1827774047852,"Average","Field Observation","Water","hour",1
"5214","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:261","CHMI-H:PRUTOK",2014-12-28,2015-08-10,"KS Hnevkovice",49.1803894042969,14.4455108642578,"Average","Field Observation","Water","hour",1
"5675","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:146","CHMI-H:PRUTOK",2005-03-04,2015-08-10,"Sušice",49.2366676330566,13.5261106491089,"Average","Field Observation","Water","hour",1
"5704","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:99","CHMI-H:PRUTOK",2005-06-13,2015-08-10,"Cerekvice nad Loucnou",49.901668548584,16.2133331298828,"Average","Field Observation","Water","hour",1
"5775","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:481","CHMI-H:PRUTOK",2006-08-08,2015-08-10,"Nekor",50.0658340454102,16.5441665649414,"Average","Field Observation","Water","hour",1
"5852","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:482","CHMI-H:PRUTOK",2006-08-05,2015-08-10,"Orlické Záhorí",50.3113899230957,16.4280548095703,"Average","Field Observation","Water","hour",1
"5947","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:262","CHMI-H:PRUTOK",2014-12-28,2015-08-10,"KS Korensko",49.2401275634766,14.3796129226685,"Average","Field Observation","Water","hour",1
"6109","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1010","CHMI-H:PRUTOK",2013-02-11,2015-01-02,"Stránky",50.2900009155273,13.5699996948242,"Average","Field Observation","Water","hour",1
"6167","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:292","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"KS Stanovice",50.1762809753418,12.8799133300781,"Average","Field Observation","Water","hour",1
"6276","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:168","CHMI-H:PRUTOK",2005-06-13,2015-08-10,"Jicín",50.4422225952148,15.3599996566772,"Average","Field Observation","Water","hour",1
"6297","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:494","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Mimon",50.6549987792969,14.6469440460205,"Average","Field Observation","Water","hour",1
"6548","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:147","CHMI-H:PRUTOK",2005-01-24,2015-08-10,"VD Hracholusky",49.7911109924316,13.1761112213135,"Average","Field Observation","Water","hour",1
"6571","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:990","CHMI-H:PRUTOK",2013-02-07,2015-08-10,"Kostelec",49.2740364074707,17.7076950073242,"Average","Field Observation","Water","hour",1
"7089","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:174","CHMI-H:PRUTOK",2005-08-23,2015-01-02,"VD Vrané",49.9394454956055,14.3772220611572,"Average","Field Observation","Water","hour",1
"7129","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:171","CHMI-H:PRUTOK",2005-02-23,2015-08-10,"Ústí nad Labem",50.6538887023926,14.0438890457153,"Average","Field Observation","Water","hour",1
"7179","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:991","CHMI-H:PRUTOK",2011-08-23,2015-08-10,"Výlanta",49.276611328125,17.665979385376,"Average","Field Observation","Water","hour",1
"7274","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:992","CHMI-H:PRUTOK",2011-08-28,2015-08-10,"Dolní Ves",49.2788429260254,17.6775951385498,"Average","Field Observation","Water","hour",1
"7363","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:151","CHMI-H:PRUTOK",2005-07-08,2015-08-10,"Chlístov",49.6188888549805,15.5288887023926,"Average","Field Observation","Water","hour",1
"7413","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:267","CHMI-H:PRUTOK",2015-01-02,2015-08-10,"KS Kamýk",49.6339492797852,14.2468290328979,"Average","Field Observation","Water","hour",1
"7648","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:993","CHMI-H:PRUTOK",2011-08-23,2015-08-10,"VD Fryšták",49.2640571594238,17.6913661956787,"Average","Field Observation","Water","hour",1
"7747","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:166","CHMI-H:PRUTOK",2005-02-24,2015-08-10,"Nová Hut",49.7827796936035,13.5111112594604,"Average","Field Observation","Water","hour",1
"7829","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:158","CHMI-H:PRUTOK",2005-02-26,2015-08-10,"Roudné",48.9358329772949,14.4919443130493,"Average","Field Observation","Water","hour",1
"7929","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:159","CHMI-H:PRUTOK",2005-03-09,2015-08-10,"Katovice",49.2708320617676,13.8249998092651,"Average","Field Observation","Water","hour",1
"7981","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:583","CHMI-H:PRUTOK",2007-09-01,2015-08-10,"Vidnava",50.3833351135254,17.1666660308838,"Average","Field Observation","Water","hour",1
"8300","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:160","CHMI-H:PRUTOK",2005-02-23,2015-08-10,"Nespeky",49.860279083252,14.6519441604614,"Average","Field Observation","Water","hour",1
"8361","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:103","CHMI-H:PRUTOK",2005-02-22,2015-08-10,"Benešov nad Ploucnicí",50.7400016784668,14.2994441986084,"Average","Field Observation","Water","hour",1
"8399","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:585","CHMI-H:PRUTOK",2007-06-22,2015-08-10,"Planany",50.049446105957,15.0177774429321,"Average","Field Observation","Water","hour",1
"8451","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:269","CHMI-H:PRUTOK",2014-12-29,2015-08-10,"KS Štechovice",49.8460693359375,14.4203596115112,"Average","Field Observation","Water","hour",1
"8585","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:184","CHMI-H:PRUTOK",2005-02-26,2015-08-10,"Krcín",50.3516654968262,16.1324996948242,"Average","Field Observation","Water","hour",1
"8722","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:496","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Zákupy",50.6869430541992,14.6576547622681,"Average","Field Observation","Water","hour",1
"8779","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:163","CHMI-H:PRUTOK",2005-02-10,2015-08-10,"Pilar",48.9511108398438,14.881667137146,"Average","Field Observation","Water","hour",1
"8797","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:102","CHMI-H:PRUTOK",2005-06-13,2015-08-10,"Lázne Belohrad",50.4322204589844,15.5861110687256,"Average","Field Observation","Water","hour",1
"8866","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:1081","CHMI-H:PRUTOK",2013-08-05,2015-08-10,"Porešín",48.7805557250977,14.5213890075684,"Average","Field Observation","Water","hour",1
"8998","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:169","CHMI-H:PRUTOK",2005-02-21,2015-08-10,"Lenora",48.9230537414551,13.8036108016968,"Average","Field Observation","Water","hour",1
"9001","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:116","CHMI-H:PRUTOK",2005-02-23,2015-08-10,"Herman",49.2463874816895,14.1333332061768,"Average","Field Observation","Water","hour",1
"9164","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:587","CHMI-H:PRUTOK",2007-06-22,2015-08-10,"Mikulovice",50.2908325195312,17.2958335876465,"Average","Field Observation","Water","hour",1
"9257","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:185","CHMI-H:PRUTOK",2007-12-14,2015-08-10,"Decín",50.7900009155273,14.2291669845581,"Average","Field Observation","Water","hour",1
"9401","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:123","CHMI-H:PRUTOK",2005-06-03,2015-08-10,"Zbecno",50.0405540466309,13.9224996566772,"Average","Field Observation","Water","hour",1
"9478","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:125","CHMI-H:PRUTOK",2005-02-21,2015-08-10,"Chlum",48.8622207641602,13.897500038147,"Average","Field Observation","Water","hour",1
"9486","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:170","CHMI-H:PRUTOK",2005-02-26,2015-08-10,"Štenovice",49.6775016784668,13.402777671814,"Average","Field Observation","Water","hour",1
"9516","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:595","CHMI-H:PRUTOK",2007-06-17,2015-08-10,"Chocnejovice",50.575553894043,14.9650001525879,"Average","Field Observation","Water","hour",1
"9543","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:588","CHMI-H:PRUTOK",2007-06-22,2015-08-10,"Osoblaha",50.283332824707,17.716667175293,"Average","Field Observation","Water","hour",1
"9738","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:106","CHMI-H:PRUTOK",2005-03-14,2015-08-10,"Nový Bydžov",50.2416648864746,15.5080556869507,"Average","Field Observation","Water","hour",1
"9825","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:283","CHMI-H:PRUTOK",2014-12-30,2015-08-10,"VD Láz",49.6594429016113,13.8936109542847,"Average","Field Observation","Water","hour",1
"9949","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:127","CHMI-H:PRUTOK",2005-02-20,2015-08-10,"Nemetice",50.3516654968262,16.1324996948242,"Average","Field Observation","Water","hour",1
"9953","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:173","CHMI-H:PRUTOK",2005-02-28,2015-08-10,"Kolinec",49.2980537414551,13.4341669082642,"Average","Field Observation","Water","hour",1
"10103","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:181","CHMI-H:PRUTOK",2005-02-28,2015-08-10,"Ceské Budejovice",48.981388092041,14.4650001525879,"Average","Field Observation","Water","hour",1
"10124","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:417","CHMI-H:PRUTOK",2014-12-23,2015-08-10,"KS Slezská Harta",49.8893737792969,17.5836143493652,"Average","Field Observation","Water","hour",1
"10152","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:187","CHMI-H:PRUTOK",2008-02-27,2015-08-10,"Predmerice",50.2491683959961,14.7772226333618,"Average","Field Observation","Water","hour",1
"10243","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:489","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Ostrov",50.3041648864746,12.9402780532837,"Average","Field Observation","Water","hour",1
"10275","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:104","CHMI-H:PRUTOK",2005-06-13,2015-08-10,"Vestec",50.2400016784668,15.147777557373,"Average","Field Observation","Water","hour",1
"10277","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:162","CHMI-H:PRUTOK",2005-01-23,2015-08-10,"Bakov nad Jizerou",50.4805564880371,14.9391670227051,"Average","Field Observation","Water","hour",1
"10423","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:183","CHMI-H:PRUTOK",2005-02-24,2015-08-10,"Bechyne",49.2666664123535,14.5,"Average","Field Observation","Water","hour",1
"10500","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:195","CHMI-H:PRUTOK",2005-02-22,2015-08-10,"Koterov",49.7136116027832,13.4241666793823,"Average","Field Observation","Water","hour",1
"10680","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:418","CHMI-H:PRUTOK",2014-12-23,2015-08-10,"KS Kružberk",49.8222923278809,17.6631050109863,"Average","Field Observation","Water","hour",1
"10706","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:196","CHMI-H:PRUTOK",2005-04-06,2015-08-10,"Plasy",49.9333343505859,13.3827781677246,"Average","Field Observation","Water","hour",1
"10783","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:188","CHMI-H:PRUTOK",2005-03-04,2015-08-10,"Vestrev",50.5155563354492,15.7430553436279,"Average","Field Observation","Water","hour",1
"10838","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:197","CHMI-H:PRUTOK",2005-02-28,2015-08-10,"Stríbro",49.7550010681152,12.9994440078735,"Average","Field Observation","Water","hour",1
"10927","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:605","CHMI-H:PRUTOK",2007-06-17,2015-08-10,"Horní Staré Mesto",50.5950012207031,15.8774995803833,"Average","Field Observation","Water","hour",1
"11075","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:189","CHMI-H:PRUTOK",2005-06-13,2015-08-10,"Dolní Libchavy",49.9888877868652,16.3986110687256,"Average","Field Observation","Water","hour",1
"11137","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:306","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"KS Janov",50.5839004516602,13.5746002197266,"Average","Field Observation","Water","hour",1
"11192","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:497","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Srbská Kamenice",50.8144454956055,14.3533334732056,"Average","Field Observation","Water","hour",1
"11454","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:190","CHMI-H:PRUTOK",2005-02-23,2015-08-10,"Hylváty",49.9538879394531,16.4172229766846,"Average","Field Observation","Water","hour",1
"11555","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:619","CHMI-H:PRUTOK",2007-06-17,2015-08-10,"Petrvald",49.7125015258789,18.155834197998,"Average","Field Observation","Water","hour",1
"11634","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:461","CHMI-H:PRUTOK",2006-08-03,2015-08-10,"Predlánce",50.9711112976074,15.0355558395386,"Average","Field Observation","Water","hour",1
"11663","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:200","CHMI-H:PRUTOK",2008-02-27,2015-08-10,"Jaromer",50.3427772521973,15.9274997711182,"Average","Field Observation","Water","hour",1
"11790","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:175","CHMI-H:PRUTOK",2005-03-05,2015-08-10,"Jablunkov",49.595832824707,18.7433338165283,"Average","Field Observation","Water","hour",1
"11850","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:462","CHMI-H:PRUTOK",2006-08-04,2015-08-10,"Dolní Štepanice",50.6375007629395,15.5194444656372,"Average","Field Observation","Water","hour",1
"11899","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:305","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"KS Jirkov",50.5075759887695,13.4112157821655,"Average","Field Observation","Water","hour",1
"12169","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:282","CHMI-H:PRUTOK",2014-12-30,2015-08-10,"VD Žlutice",50.085620880127,13.1272754669189,"Average","Field Observation","Water","hour",1
"12421","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:161","CHMI-H:PRUTOK",2005-02-22,2015-08-10,"Kostelec nad Orlicí",50.1205558776855,16.1983337402344,"Average","Field Observation","Water","hour",1
"12473","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:307","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"KS Újezd",50.5029602050781,13.4843835830688,"Average","Field Observation","Water","hour",1
"12502","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:499","CHMI-H:PRUTOK",2006-08-03,2015-08-10,"Stará Role",50.2488899230957,12.8222217559814,"Average","Field Observation","Water","hour",1
"12531","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:199","CHMI-H:PRUTOK",2005-01-23,2015-08-10,"VD Brezová",50.1949996948242,12.8599996566772,"Average","Field Observation","Water","hour",1
"12608","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:198","CHMI-H:PRUTOK",2005-03-13,2015-08-10,"Lhota",49.6891670227051,13.3277778625488,"Average","Field Observation","Water","hour",1
"12656","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:203","CHMI-H:PRUTOK",2005-03-17,2015-08-10,"Tasnovice",49.5663871765137,12.8374996185303,"Average","Field Observation","Water","hour",1
"12710","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:209","CHMI-H:PRUTOK",2005-02-25,2015-08-10,"Štechovice",49.8486099243164,14.4047222137451,"Average","Field Observation","Water","hour",1
"12821","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:212","CHMI-H:PRUTOK",2005-03-12,2015-08-10,"Stankov",49.5530548095703,13.0688886642456,"Average","Field Observation","Water","hour",1
"12898","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:213","CHMI-H:PRUTOK",2005-08-08,2015-08-10,"Rímov",48.8636093139648,14.4986114501953,"Average","Field Observation","Water","hour",1
"12945","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:215","CHMI-H:PRUTOK",2005-02-22,2015-08-10,"Svatava",50.1886100769043,12.6288890838623,"Average","Field Observation","Water","hour",1
"13052","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:217","CHMI-H:PRUTOK",2005-07-08,2015-08-10,"Havlíckuv Brod - Pohledští Dvoráci",49.6097221374512,15.6152782440186,"Average","Field Observation","Water","hour",1
"13113","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:236","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"Horka u Sokolova",50.1851997375488,12.4898996353149,"Average","Field Observation","Water","hour",1
"13190","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:237","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"Prísecnice",50.4900016784668,13.1333332061768,"Average","Field Observation","Water","hour",1
"13267","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:240","CHMI-H:PRUTOK",2014-12-31,2015-08-10,"Chribská",50.852222442627,14.5244445800781,"Average","Field Observation","Water","hour",1
"13378","HYDRODATACZ-HR","http://hydrodata.info/chmi-h/cuahsi_1_1.asmx?wsdl","CHMI-H:266","CHMI-H:PRUTOK",2015-01-04,2015-08-10,"KS Orlík",49.6068992614746,14.1806011199951,"Average","Field Observation","Water","hour",1
