"","SiteName","SiteCode","FullSiteCode","Latitude","Longitude","ServCode","ServURL"
"320","Cenkov","129","CHMI-D:129",49.7772216796875,14.0077781677246,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"321","Kamenice nad Lipou","1290","CHMI-D:1290",49.2997207641602,15.0798101425171,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"322","Gopprechts","1291","CHMI-D:1291",48.8933067321777,15.0339975357056,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"323","Altmanns","1292","CHMI-D:1292",48.8753623962402,15.085428237915,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"324","Heidenreichstein","1293","CHMI-D:1293",48.8627777099609,15.1153478622437,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"325","Jánský most","1294","CHMI-D:1294",50.2222785949707,12.8826122283936,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"326","Chomutov","1295","CHMI-D:1295",50.4711532592773,13.3926858901978,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"327","Záluží","1296","CHMI-D:1296",50.5753746032715,13.6015739440918,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"328","Ceský Jiretín","1297","CHMI-D:1297",50.7073593139648,13.543137550354,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"329","Bílina","1298","CHMI-D:1298",50.5538139343262,13.7731475830078,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"330","Vilémov","1299","CHMI-D:1299",50.3022422790527,13.3107604980469,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"331","Doksy","13","CHMI-D:13",50.5680999755859,14.6674995422363,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"332","Vranany","130","CHMI-D:130",50.3144454956055,14.3580560684204,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"333","Kryry","1300","CHMI-D:1300",50.1715393066406,13.4228572845459,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"334","Zahrádky","1301","CHMI-D:1301",50.6352691650391,14.5299367904663,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"335","Brozany","1302","CHMI-D:1302",50.4571418762207,14.1562690734863,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"336","Hazlov","1303","CHMI-D:1303",50.159107208252,12.268928527832,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"337","Dolní Žandov","1304","CHMI-D:1304",50.0159187316895,12.5587825775146,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"338","Rovná","1305","CHMI-D:1305",50.105583190918,12.6681566238403,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"339","Mnichov","1306","CHMI-D:1306",50.0384788513184,12.7856559753418,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"340","Prachomety","1307","CHMI-D:1307",50.0081596374512,12.9487466812134,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"341","Abertamy","1309","CHMI-D:1309",50.3723258972168,12.8175439834595,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"342","Louny","131","CHMI-D:131",50.3583335876465,13.805832862854,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"343","Stráž nad Ohrí","1310","CHMI-D:1310",50.3415184020996,13.0583400726318,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"344","Hora Svatého Šebestiána","1311","CHMI-D:1311",50.5102996826172,13.2472238540649,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"345","Žichov","1312","CHMI-D:1312",50.4801864624023,13.7888040542603,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"346","Lukov","1313","CHMI-D:1313",50.5294761657715,13.8854064941406,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"347","Bílý Potok","132","CHMI-D:132",50.8766670227051,15.2122220993042,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"348","Chábory","133","CHMI-D:133",50.2702789306641,16.1961116790771,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"349","Lupené","134","CHMI-D:134",49.8672218322754,16.8402786254883,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"350","Zlín","135","CHMI-D:135",49.2308349609375,17.6741676330566,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"351","Bransouze","136","CHMI-D:136",49.3038902282715,15.7547225952148,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"352","Úhretice","137","CHMI-D:137",49.978889465332,15.8758335113525,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"353","Dolní Ostrovec","138","CHMI-D:138",49.4202766418457,14.1199998855591,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"354","Tajanov","139","CHMI-D:139",49.406665802002,13.2633333206177,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"355","Jicín","14","CHMI-D:14",50.4393997192383,15.3528003692627,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"356","Odry","140","CHMI-D:140",49.6655540466309,17.8397216796875,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"357","Licov","141","CHMI-D:141",48.7261123657227,14.5744438171387,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"358","Modrava","142","CHMI-D:142",49.9677772521973,12.5027780532837,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"359","Loštice","143","CHMI-D:143",49.7447204589844,16.9325008392334,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"360","Trpísty","144","CHMI-D:144",49.8286094665527,13.0655555725098,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"361","Lásenice","145","CHMI-D:145",49.0741653442383,14.9661111831665,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"362","Sušice","146","CHMI-D:146",49.2366676330566,13.5261106491089,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"363","VD Hracholusky","147","CHMI-D:147",49.7911109924316,13.1761112213135,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"364","Cheb - VD Skalka","148","CHMI-D:148",50.0861129760742,12.3866662979126,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"365","Sviadnov","149","CHMI-D:149",49.6866683959961,18.3400001525879,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"366","Hradec Králové, N.H.K.","15","CHMI-D:15",50.1761016845703,15.8386001586914,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"367","Bílovice nad Svitavou","150","CHMI-D:150",48.9502792358398,17.463888168335,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"368","Chlístov","151","CHMI-D:151",49.6188888549805,15.5288887023926,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"369","Prelouc","152","CHMI-D:152",50.0452766418457,15.5747222900391,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"370","Horní Maršov","153","CHMI-D:153",50.6624984741211,15.817777633667,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"371","Vernovice","154","CHMI-D:154",49.9311103820801,18.4211101531982,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"372","Nemošice","155","CHMI-D:155",50.0169448852539,15.7927780151367,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"373","Trávní Dvur","156","CHMI-D:156",48.7911109924316,16.4391670227051,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"374","VD Nové Mlýny","157","CHMI-D:157",48.8574981689453,16.7275009155273,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"375","Roudné","158","CHMI-D:158",48.9358329772949,14.4919443130493,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"376","Katovice","159","CHMI-D:159",49.2708320617676,13.8249998092651,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"377","Mokošín","16","CHMI-D:16",50.0163993835449,15.5663995742798,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"378","Nespeky","160","CHMI-D:160",49.860279083252,14.6519441604614,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"379","Kostelec nad Orlicí","161","CHMI-D:161",50.1205558776855,16.1983337402344,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"380","Bakov nad Jizerou","162","CHMI-D:162",50.4805564880371,14.9391670227051,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"381","Pilar","163","CHMI-D:163",48.9511108398438,14.881667137146,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"382","Ceský Tešín","164","CHMI-D:164",49.718334197998,18.6297225952148,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"383","Maršov nad Metují","165","CHMI-D:165",50.5299987792969,16.1947231292725,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"384","Nová Hut","166","CHMI-D:166",49.7827796936035,13.5111112594604,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"385","Krnov","167","CHMI-D:167",50.0977783203125,17.6961116790771,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"386","Jicín","168","CHMI-D:168",50.4422225952148,15.3599996566772,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"387","Lenora","169","CHMI-D:169",48.9230537414551,13.8036108016968,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"388","Kopisty","17","CHMI-D:17",50.5442008972168,13.6232995986938,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"389","Štenovice","170","CHMI-D:170",49.6775016784668,13.402777671814,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"390","Ústí nad Labem","171","CHMI-D:171",50.6538887023926,14.0438890457153,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"391","Strážnice","172","CHMI-D:172",48.8991661071777,17.3380546569824,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"392","Kolinec","173","CHMI-D:173",49.2980537414551,13.4341669082642,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"393","VD Vrané","174","CHMI-D:174",49.9394454956055,14.3772220611572,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"394","Jablunkov","175","CHMI-D:175",49.595832824707,18.7433338165283,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"395","Nemcice","176","CHMI-D:176",50.0952796936035,15.8094444274902,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"396","Rozhraní","177","CHMI-D:177",49.6005554199219,16.5336112976074,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"397","Oslavany","178","CHMI-D:178",49.1166648864746,16.3455562591553,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"398","Žleby","179","CHMI-D:179",49.889720916748,15.4786109924316,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"399","Teplice","18","CHMI-D:18",50.6624984741211,13.8569002151489,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"400","Brandýs nad Labem","180","CHMI-D:180",50.1897239685059,14.6613893508911,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"401","Ceské Budejovice","181","CHMI-D:181",48.981388092041,14.4650001525879,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"402","Ivancice","182","CHMI-D:182",49.083610534668,16.4127769470215,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"403","Bechyne","183","CHMI-D:183",49.2666664123535,14.5,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"404","Krcín","184","CHMI-D:184",50.3516654968262,16.1324996948242,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"405","Decín","185","CHMI-D:185",50.7900009155273,14.2291669845581,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"406","Liberec","186","CHMI-D:186",50.7677764892578,15.0524997711182,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"407","Predmerice","187","CHMI-D:187",50.2491683959961,14.7772226333618,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"408","Vestrev","188","CHMI-D:188",50.5155563354492,15.7430553436279,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"409","Dolní Libchavy","189","CHMI-D:189",49.9888877868652,16.3986110687256,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"410","Cáslav","19","CHMI-D:19",49.9419441223145,15.3858337402344,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"411","Hylváty","190","CHMI-D:190",49.9538879394531,16.4172229766846,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"412","Podhradí nad Dyjí","191","CHMI-D:191",48.9036102294922,15.6902780532837,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"413","Dalecín","192","CHMI-D:192",49.5952796936035,16.2466678619385,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"414","Janov","193","CHMI-D:193",48.9933319091797,15.4366664886475,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"415","Olomouc - Nové Sady","194","CHMI-D:194",49.5774993896484,17.2627773284912,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"416","Koterov","195","CHMI-D:195",49.7136116027832,13.4241666793823,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"417","Plasy","196","CHMI-D:196",49.9333343505859,13.3827781677246,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"418","Stríbro","197","CHMI-D:197",49.7550010681152,12.9994440078735,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"419","Lhota","198","CHMI-D:198",49.6891670227051,13.3277778625488,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"420","VD Brezová","199","CHMI-D:199",50.1949996948242,12.8599996566772,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"421","Pec pod Snežkou","2","CHMI-D:2",50.6920509338379,15.728759765625,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"422","Pardubice","20","CHMI-D:20",49.7350006103516,16.0335998535156,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"423","Jaromer","200","CHMI-D:200",50.3427772521973,15.9274997711182,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"424","Jaromer","201","CHMI-D:201",50.3413009643555,15.9259996414185,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"425","Železný Brod","202","CHMI-D:202",50.6402778625488,15.2769441604614,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"426","Tasnovice","203","CHMI-D:203",49.5663871765137,12.8374996185303,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"427","Dehylov","204","CHMI-D:204",49.8794441223145,18.1794452667236,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"428","Dluhonice","205","CHMI-D:205",49.4494438171387,17.4113883972168,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"429","Dašice","206","CHMI-D:206",50.0374984741211,15.908332824707,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"430","Otovice","207","CHMI-D:207",50.5597229003906,16.380277633667,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"431","Frýdlant","208","CHMI-D:208",50.9233322143555,15.085277557373,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"432","Štechovice","209","CHMI-D:209",49.8486099243164,14.4047222137451,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"433","Podebrady","21","CHMI-D:21",50.1405982971191,15.1332998275757,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"434","Bohumín","210","CHMI-D:210",49.9197235107422,18.3455562591553,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"435","Veverská Bítýška","211","CHMI-D:211",49.2780570983887,16.4438896179199,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"436","Stankov","212","CHMI-D:212",49.5530548095703,13.0688886642456,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"437","Rímov","213","CHMI-D:213",48.8636093139648,14.4986114501953,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"438","Trebíc - Ptácov","214","CHMI-D:214",49.2111129760742,15.8555555343628,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"439","Svatava","215","CHMI-D:215",50.1886100769043,12.6288890838623,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"440","Vlaské","216","CHMI-D:216",50.0886116027832,16.9036102294922,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"441","Havlíckuv Brod - Pohledští Dvoráci","217","CHMI-D:217",49.6097221374512,15.6152782440186,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"442","Nová Ves v Horách","218","CHMI-D:218",50.5927772521973,13.4830560684204,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"443","Bedrichov","219","CHMI-D:219",50.814998626709,15.1372222900391,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"444","Doksany","22","CHMI-D:22",50.4583015441895,14.1702995300293,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"445","Desná - Souš","220","CHMI-D:220",50.789722442627,15.319167137146,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"446","Nový Rychnov","221","CHMI-D:221",49.3858337402344,15.3649997711182,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"447","Paprsek","222","CHMI-D:222",50.2106018066406,16.9927997589111,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"448","Šerák","223","CHMI-D:223",50.1855545043945,17.1052780151367,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"449","Bílá pod Konecnou","224","CHMI-D:224",49.4550018310547,18.5247230529785,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"450","Horní Mísecky","225","CHMI-D:225",50.2341651916504,16.4497222900391,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"451","Špindleruv Mlýn","226","CHMI-D:226",50.7244453430176,15.6075000762939,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"452","Fichtelberg","227","CHMI-D:227",50.4288902282715,12.953332901001,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"453","Zinnwald","228","CHMI-D:228",50.7330551147461,13.7619438171387,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"454","Grosser Arber","229","CHMI-D:229",49.1125602722168,13.1368741989136,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"455","Churánov","23","CHMI-D:23",49.0682983398438,13.6149997711182,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"456","Snežka","230","CHMI-D:230",50.7358856201172,15.7400360107422,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"457","Liberec","231","CHMI-D:231",50.7691650390625,15.0249996185303,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"458","Košetice","232","CHMI-D:232",49.5597229003906,15.1111106872559,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"459","Holešov","233","CHMI-D:233",49.3186111450195,17.5733337402344,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"460","Paseky","235","CHMI-D:235",49.2483329772949,14.2688884735107,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"461","Horka u Sokolova","236","CHMI-D:236",50.1851997375488,12.4898996353149,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"462","Prísecnice","237","CHMI-D:237",50.4900016784668,13.1333332061768,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"463","Kamenicka u Chomutova","238","CHMI-D:238",50.5119438171387,13.3302774429321,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"464","Fláje","239","CHMI-D:239",50.6872215270996,13.5822219848633,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"465","Primda","24","CHMI-D:24",49.6693992614746,12.6780996322632,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"466","Chribská","240","CHMI-D:240",50.852222442627,14.5244445800781,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"467","Nová Louka","241","CHMI-D:241",50.8144454956055,15.1575002670288,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"468","Adršpach","242","CHMI-D:242",50.6166687011719,16.1166667938232,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"469","Hradec Králové - Svobodné Dvory","243","CHMI-D:243",50.2455558776855,15.8433332443237,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"470","Železná Ruda","244","CHMI-D:244",49.1369438171387,13.2419443130493,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"471","Cachrov","245","CHMI-D:245",49.2644462585449,13.3033332824707,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"472","Bezverov","246","CHMI-D:246",49.9938888549805,13.0600004196167,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"473","Stržanov","247","CHMI-D:247",49.5978012084961,15.9364004135132,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"474","Humpolec","248","CHMI-D:248",49.5380554199219,15.3538885116577,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"475","Horní Krupá","249","CHMI-D:249",49.6741676330566,15.5816669464111,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"476","Cerná v Pošumaví","25","CHMI-D:25",48.7355995178223,14.1071996688843,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"477","Tachov","250","CHMI-D:250",49.7991676330566,12.6241664886475,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"478","Nepomuk","251","CHMI-D:251",49.4841651916504,13.5833330154419,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"479","Vítkov","252","CHMI-D:252",49.7744445800781,17.7680549621582,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
"480","Plzen-Mikulka","253","CHMI-D:253",49.735279083252,13.3766670227051,"HYDRODATACZ-D","http://hydrodata.info/chmi-d/cuahsi_1_1.asmx?wsdl"
